"employee_id","management_satisfaction","work_life_balance_satisfaction","work_environment_satisfaction","compensation_satisfaction"
"E01990","4","1","4","3"
"E01991","3","3","4","1"
"E01992","4","3","4","5"
"E01993","3","5","5","4"
"E01994","5","2","1","5"
"E01995","2","5","5","3"
"E01996","2","5","1","2"
"E01997","5","4","1","2"
"E01998","5","2","5","1"
"E01999","4","2","5","1"
"E02000","2","5","5","4"
"E02001","1","1","1","2"
"E02002","5","3","5","3"
"E02003","2","2","2","5"
"E02004","2","4","3","5"
"E02005","3","2","3","2"
"E02006","2","5","2","2"
"E02007","5","1","3","5"
"E02008","4","3","1","4"
"E02009","2","1","5","5"
"E02010","1","2","5","1"
"E02011","5","2","5","3"
"E02012","4","3","2","2"
"E02013","4","3","2","2"
"E02014","5","1","1","4"
"E02015","4","4","2","1"
"E02016","1","1","5","5"
"E02017","2","2","1","1"
"E02018","5","1","1","1"
"E02019","2","5","5","4"
"E02020","2","1","4","4"
"E02021","4","1","5","5"
"E02022","5","5","1","5"
"E02023","2","2","1","3"
"E02024","3","3","5","1"
"E02025","1","1","5","5"
"E02026","4","4","4","4"
"E02027","5","3","4","3"
"E02028","5","4","3","3"
"E02029","4","1","4","4"
"E02030","2","4","2","5"
"E02031","4","3","4","4"
"E02032","5","4","1","5"
"E02033","3","4","4","5"
"E02034","2","3","5","4"
"E02035","4","3","2","2"
"E02036","5","3","4","5"
"E02037","5","3","2","1"
"E02038","5","5","3","2"
"E02039","3","1","2","2"
"E02040","2","3","5","2"
"E02041","4","2","3","2"
"E02042","2","4","4","1"
"E02043","5","3","2","2"
"E02044","3","3","3","1"
"E02045","3","1","4","1"
"E02046","5","3","4","2"
"E02047","2","5","2","3"
"E02048","2","2","2","1"
"E02049","3","2","3","2"
"E02050","1","3","2","4"
"E02051","3","1","4","4"
"E02052","3","3","5","5"
"E02053","4","4","3","1"
"E02054","3","2","5","1"
"E02055","1","4","5","4"
"E02056","3","5","4","1"
"E02057","2","2","5","1"
"E02058","4","2","1","4"
"E02059","4","5","3","2"
"E02060","3","4","4","4"
"E02061","4","3","2","3"
"E02062","4","1","4","4"
"E02063","3","4","2","4"
"E02064","1","5","4","2"
"E02065","3","5","1","4"
"E02066","2","5","3","4"
"E02067","5","2","5","2"
"E02068","1","3","4","4"
"E02069","3","2","3","2"
"E02070","1","2","3","3"
"E02071","5","2","3","2"
"E02072","4","5","3","1"
"E02073","4","4","3","1"
"E02074","5","1","5","2"
"E02075","4","1","5","4"
"E02076","1","3","4","5"
"E02077","4","3","2","5"
"E02078","5","5","4","3"
"E02079","5","1","3","3"
"E02080","5","4","2","5"
"E02081","2","5","4","5"
"E02082","1","3","2","2"
"E02083","5","5","5","5"
"E02084","1","3","3","1"
"E02085","2","1","2","3"
"E02086","1","5","1","3"
"E02087","3","2","3","1"
"E02088","2","3","5","3"
"E02089","2","2","5","5"
"E02090","4","3","4","3"
"E02091","5","2","1","1"
"E02092","2","1","2","3"
"E02093","1","1","1","5"
"E02094","3","4","5","2"
"E02095","1","4","2","5"
"E02096","1","4","5","3"
"E02097","3","5","5","4"
"E02098","4","3","1","3"
"E02099","5","5","3","3"
"E02100","2","4","2","1"
"E02101","5","3","1","4"
"E02102","4","5","5","1"
"E02103","3","1","5","1"
"E02104","5","3","1","5"
"E02105","1","4","2","2"
"E02106","2","1","5","3"
"E02107","2","3","2","4"
"E02108","4","5","1","3"
"E02109","4","4","5","1"
"E02110","3","5","4","2"
"E02111","4","1","4","1"
"E02112","5","1","5","3"
"E02113","2","1","3","5"
"E02114","3","3","5","3"
"E02115","4","4","5","1"
"E02116","1","1","5","4"
"E02117","2","5","1","4"
"E02118","4","4","5","4"
"E02119","2","5","5","4"
"E02120","5","5","1","4"
"E02121","4","1","5","2"
"E02122","4","4","4","2"
"E02123","4","2","4","5"
"E02124","1","3","5","4"
"E02125","5","2","1","1"
"E02126","1","3","5","1"
"E02127","5","4","5","3"
"E02128","5","1","2","4"
"E02129","5","4","3","1"
"E02130","4","2","1","5"
"E02131","4","5","3","1"
"E02132","4","3","2","5"
"E02133","1","3","3","4"
"E02134","3","2","5","3"
"E02135","5","1","4","3"
"E02136","1","4","1","2"
"E02137","4","2","1","4"
"E02138","4","4","5","1"
"E02139","3","1","3","3"
"E02140","4","5","1","5"
"E02141","5","4","2","5"
"E02142","2","1","2","1"
"E02143","4","2","3","1"
"E02144","3","5","2","4"
"E02145","2","5","4","1"
"E02146","5","5","5","1"
"E02147","5","3","1","1"
"E02148","5","1","5","3"
"E02149","3","4","3","4"
"E02150","2","2","5","1"
"E02151","5","5","1","1"
"E02152","4","5","1","5"
"E02153","2","5","3","3"
"E02154","5","1","1","1"
"E02155","2","2","2","3"
"E02156","4","1","5","4"
"E02157","1","2","4","4"
"E02158","5","4","4","2"
"E02159","4","3","4","5"
"E02160","3","2","3","2"
"E02161","5","1","4","3"
"E02162","1","1","5","5"
"E02163","4","1","1","1"
"E02164","4","3","2","5"
"E02165","2","2","4","5"
"E02166","5","2","4","4"
"E02167","1","2","4","2"
"E02168","3","2","2","4"
"E02169","2","5","5","4"
"E02170","5","5","4","2"
"E02171","1","1","1","4"
"E02172","2","5","3","5"
"E02173","1","2","2","3"
"E02174","1","2","5","1"
"E02175","2","5","1","1"
"E02176","2","4","2","4"
"E02177","5","1","2","2"
"E02178","2","3","3","5"
"E02179","5","1","3","4"
"E02180","1","1","5","5"
"E02181","2","1","4","5"
"E02182","5","5","3","1"
"E02183","5","1","5","3"
"E02184","3","2","2","3"
"E02185","5","1","4","2"
"E02186","5","2","1","3"
"E02187","3","5","2","4"
"E02188","4","5","5","1"
"E02189","2","1","1","1"
"E02190","3","2","2","5"
"E02191","5","2","3","4"
"E02192","5","2","5","4"
"E02193","4","2","1","5"
"E02194","1","3","3","5"
"E02195","3","5","1","1"
"E02196","4","2","4","4"
"E02197","2","3","4","3"
"E02198","2","3","5","3"
"E02199","3","5","1","1"
"E02200","5","4","4","3"
"E02201","5","1","2","3"
"E02202","4","5","2","4"
"E02203","3","4","4","4"
"E02204","2","1","4","2"
"E02205","3","1","5","4"
"E02206","1","1","5","2"
"E02207","2","3","2","4"
"E02208","4","2","3","5"
"E02209","4","1","1","4"
"E02210","2","2","3","2"
"E02211","5","1","5","3"
"E02212","2","3","3","4"
"E02213","2","1","5","3"
"E02214","1","5","3","3"
"E02215","2","4","2","4"
"E02216","3","1","5","4"
"E02217","3","4","2","5"
"E02218","4","4","3","2"
"E02219","5","3","4","4"
"E02220","4","4","4","3"
"E02221","1","3","1","3"
"E02222","2","1","4","4"
"E02223","4","2","1","2"
"E02224","2","3","3","3"
"E02225","4","4","1","5"
"E02226","2","4","1","3"
"E02227","4","1","1","2"
"E02228","3","3","2","1"
"E02229","1","1","1","5"
"E02230","4","3","5","5"
"E02231","3","2","3","1"
"E02232","5","5","2","5"
"E02233","4","1","5","5"
"E02234","2","4","3","5"
"E02235","1","1","2","3"
"E02236","3","3","3","3"
"E02237","3","1","4","4"
"E02238","1","2","3","4"
"E02239","4","3","4","3"
"E02240","2","4","4","5"
"E02241","5","4","3","5"
"E02242","4","3","4","1"
"E02243","1","2","2","4"
"E02244","4","1","4","5"
"E02245","4","5","1","4"
"E02246","1","4","2","2"
"E02247","1","2","2","5"
"E02248","5","2","2","3"
"E02249","1","2","1","2"
"E02250","1","1","1","4"
"E02251","1","2","1","5"
"E02252","3","2","1","5"
"E02253","1","3","1","1"
"E02254","1","3","5","1"
"E02255","1","2","5","1"
"E02256","5","2","1","3"
"E02257","4","3","2","5"
"E02258","1","1","4","5"
"E02259","1","3","4","4"
"E02260","5","3","5","3"
"E02261","4","3","1","1"
"E02262","5","3","3","5"
"E02263","2","5","4","1"
"E02264","2","4","4","2"
"E02265","2","1","2","3"
"E02266","1","1","4","1"
"E02267","5","2","5","3"
"E02268","1","5","1","5"
"E02269","2","2","1","2"
"E02270","4","1","4","4"
"E02271","4","1","3","2"
"E02272","5","2","5","3"
"E02273","4","4","4","2"
"E02274","2","2","5","5"
"E02275","5","4","3","3"
"E02276","5","2","5","3"
"E02277","2","3","5","5"
"E02278","2","1","5","1"
"E02279","2","3","1","4"
"E02280","2","1","3","2"
"E02281","5","3","1","4"
"E02282","4","4","2","4"
"E02283","4","3","4","5"
"E02284","3","5","1","1"
"E02285","5","3","5","4"
"E02286","1","3","2","3"
"E02287","4","3","3","1"
"E02288","5","5","3","5"
"E02289","2","1","1","4"
"E02290","3","3","5","5"
"E02291","1","1","5","2"
"E02292","4","2","3","5"
"E02293","2","4","5","3"
"E02294","5","2","4","5"
"E02295","5","5","1","1"
"E02296","4","5","1","2"
"E02297","3","1","5","3"
"E02298","2","1","3","2"
"E02299","4","3","4","3"
"E02300","4","2","4","2"
"E02301","5","1","4","4"
"E02302","4","1","2","5"
"E02303","1","1","5","1"
"E02304","1","4","4","1"
"E02305","2","1","5","4"
"E02306","4","4","3","2"
"E02307","5","5","3","5"
"E02308","2","3","3","4"
"E02309","3","2","2","2"
"E02310","5","1","3","5"
"E02311","3","4","5","2"
"E02312","2","1","1","1"
"E02313","1","1","1","5"
"E02314","5","4","5","1"
"E02315","5","1","1","1"
"E02316","2","2","4","5"
"E02317","5","5","1","4"
"E02318","5","3","2","2"
"E02319","2","1","3","5"
"E02320","4","4","1","1"
"E02321","2","2","1","2"
"E02322","5","1","2","5"
"E02323","2","5","2","4"
"E02324","5","5","1","5"
"E02325","3","4","4","5"
"E02326","3","1","1","3"
"E02327","1","1","4","2"
"E02328","2","1","3","5"
"E02329","2","5","5","1"
"E02330","3","1","3","1"
"E02331","3","1","1","3"
"E02332","3","1","1","1"
"E02333","1","1","4","5"
"E02334","1","4","2","2"
"E02335","4","5","4","3"
"E02336","2","3","2","3"
"E02337","1","4","2","4"
"E02338","5","1","2","4"
"E02339","2","3","2","2"
"E02340","4","2","1","2"
"E02341","3","3","5","3"
"E02342","4","4","5","5"
"E02343","2","5","3","5"
"E02344","3","4","3","4"
"E02345","4","5","3","2"
"E02346","4","5","4","2"
"E02347","2","5","3","5"
"E02348","1","2","3","4"
"E02349","5","3","3","5"
"E02350","4","4","1","5"
"E02351","5","4","3","3"
"E02352","2","5","5","2"
"E02353","2","2","1","3"
"E02354","1","2","2","3"
"E02355","3","1","4","5"
"E02356","5","2","1","4"
"E02357","4","5","1","5"
"E02358","3","5","5","4"
"E02359","5","3","3","2"
"E02360","5","5","2","1"
"E02361","3","3","5","2"
"E02362","3","2","5","5"
"E02363","1","1","1","4"
"E02364","4","4","2","1"
"E02365","4","5","5","4"
"E02366","4","2","1","4"
"E02367","3","5","4","1"
"E02368","1","3","5","1"
"E02369","2","2","1","2"
"E02370","1","4","4","3"
"E02371","3","3","1","1"
"E02372","1","2","3","3"
"E02373","3","4","3","3"
"E02374","5","3","1","3"
"E02375","5","4","5","3"
"E02376","2","2","3","1"
"E02377","5","3","3","4"
"E02378","2","1","4","1"
"E02379","4","5","5","1"
"E02380","3","1","1","5"
"E02381","4","4","3","5"
"E02382","4","2","5","2"
"E02383","2","5","3","3"
"E02384","3","2","4","3"
"E02385","2","4","5","5"
"E02386","1","2","2","4"
"E02387","4","3","4","2"
"E02388","3","3","1","4"
"E02389","4","4","5","5"
"E02390","1","2","3","4"
"E02391","1","4","5","3"
"E02392","3","5","1","5"
"E02393","3","2","5","4"
"E02394","1","3","3","2"
"E02395","4","1","4","2"
"E02396","5","3","4","1"
"E02397","4","2","3","5"
"E02398","5","2","2","5"
"E02399","2","2","2","5"
"E02400","3","2","4","3"
"E02401","1","5","1","3"
"E02402","2","1","5","5"
"E02403","4","3","3","4"
"E02404","5","5","1","3"
"E02405","4","4","5","5"
"E02406","5","2","4","3"
"E02407","4","3","3","1"
"E02408","4","4","1","2"
"E02409","1","1","5","1"
"E02410","2","3","4","5"
"E02411","3","5","4","2"
"E02412","1","4","5","4"
"E02413","5","3","2","5"
"E02414","2","5","2","4"
"E02415","3","2","5","4"
"E02416","5","3","5","3"
"E02417","3","2","5","3"
"E02418","3","4","4","2"
"E02419","2","4","3","2"
"E02420","5","4","4","3"
"E02421","1","2","4","2"
"E02422","1","2","2","1"
"E02423","1","5","5","5"
"E02424","3","3","4","1"
"E02425","4","5","4","5"
"E02426","2","2","5","3"
"E02427","1","3","3","1"
"E02428","2","4","2","4"
"E02429","3","5","1","1"
"E02430","2","5","4","2"
"E02431","1","5","3","1"
"E02432","1","2","1","3"
"E02433","4","3","5","3"
"E02434","3","4","1","2"
"E02435","5","2","5","5"
"E02436","3","4","3","2"
"E02437","4","1","1","5"
"E02438","4","1","2","3"
"E02439","1","4","3","3"
"E02440","3","1","1","5"
"E02441","4","3","4","1"
"E02442","4","3","1","1"
"E02443","5","2","1","2"
"E02444","3","4","2","3"
"E02445","5","2","3","1"
"E02446","2","3","4","3"
"E02447","5","3","3","2"
"E02448","2","3","3","4"
"E02449","4","5","4","3"
"E02450","3","1","4","4"
"E02451","2","2","2","3"
"E02452","2","2","5","5"
"E02453","5","3","2","4"
"E02454","3","5","4","5"
"E02455","3","2","1","5"
"E02456","2","2","1","2"
"E02457","5","5","3","2"
"E02458","5","3","3","1"
"E02459","5","5","5","4"
"E02460","5","1","5","1"
"E02461","1","2","5","4"
"E02462","2","1","5","2"
"E02463","2","2","1","2"
"E02464","2","1","4","2"
"E02465","3","2","5","4"
"E02466","3","3","2","2"
"E02467","5","4","5","1"
"E02468","3","5","1","5"
"E02469","4","2","3","4"
"E02470","2","5","2","5"
"E02471","2","2","5","1"
"E02472","1","4","1","3"
"E02473","1","3","3","2"
"E02474","4","3","5","1"
"E02475","1","5","1","3"
"E02476","5","4","1","4"
"E02477","5","5","4","1"
"E02478","2","3","1","4"
"E02479","5","1","5","5"
"E02480","1","5","1","5"
"E02481","4","2","2","4"
"E02482","5","3","1","5"
"E02483","2","2","1","5"
"E02484","2","4","2","2"
"E02485","1","3","5","4"
"E02486","5","3","3","4"
"E02487","1","5","4","3"
"E02488","2","5","3","2"
"E02489","4","2","5","1"
"E02490","5","5","5","2"
"E02491","4","1","2","1"
"E02492","5","3","3","4"
"E02493","2","4","1","2"
"E02494","5","3","2","3"
"E02495","2","2","2","5"
"E02496","3","5","4","1"
"E02497","2","3","2","5"
"E02498","2","5","3","4"
"E02499","5","2","5","4"
"E02500","4","5","4","4"
"E02501","2","4","1","5"
"E02502","5","2","3","4"
"E02503","2","3","1","4"
"E02504","1","3","2","5"
"E02505","1","4","3","4"
"E02506","1","1","4","1"
"E02507","1","5","4","2"
"E02508","4","3","1","1"
"E02509","2","2","5","4"
"E02510","1","5","4","4"
"E02511","5","2","1","4"
"E02512","1","4","5","4"
"E02513","3","2","1","5"
"E02514","3","2","4","2"
"E02515","4","2","4","5"
"E02516","3","5","1","5"
"E02517","5","1","4","4"
"E02518","1","2","1","1"
"E02519","3","3","4","1"
"E02520","3","5","1","3"
"E02521","4","5","4","2"
"E02522","3","2","3","3"
"E02523","1","3","3","5"
"E02524","2","4","1","3"
"E02525","1","5","3","3"
"E02526","3","2","1","3"
"E02527","3","2","1","2"
"E02528","3","1","2","1"
"E02529","4","1","3","1"
"E02530","5","4","2","3"
"E02531","1","4","2","2"
"E02532","3","4","4","1"
"E02533","2","4","1","4"
"E02534","4","2","5","1"
"E02535","5","2","2","1"
"E02536","3","2","4","2"
"E02537","1","3","3","2"
"E02538","2","4","5","1"
"E02539","4","3","1","4"
"E02540","1","5","4","4"
"E02541","1","5","5","3"
"E02542","4","2","1","5"
"E02543","1","5","1","1"
"E02544","2","2","5","1"
"E02545","2","4","4","1"
"E02546","1","3","5","4"
"E02547","3","2","2","5"
"E02548","1","1","1","3"
"E02549","3","1","3","3"
"E02550","1","4","5","5"
"E02551","5","3","5","1"
"E02552","2","2","1","3"
"E02553","1","4","1","4"
"E02554","2","3","5","5"
"E02555","4","1","3","4"
"E02556","5","2","1","1"
"E02557","3","3","1","3"
"E02558","4","5","2","4"
"E02559","5","2","4","5"
"E02560","4","5","2","1"
"E02561","2","4","3","3"
"E02562","5","3","4","3"
"E02563","4","3","5","1"
"E02564","3","3","3","1"
"E02565","5","3","3","1"
"E02566","5","2","2","4"
"E02567","4","5","4","2"
"E02568","1","5","3","3"
"E02569","3","4","4","4"
"E02570","3","4","5","5"
"E02571","4","3","4","3"
"E02572","2","1","2","2"
"E02573","2","1","2","5"
"E02574","1","3","3","3"
"E02575","1","5","4","2"
"E02576","4","4","2","1"
"E02577","2","2","1","2"
"E02578","3","1","2","3"
"E02579","2","4","5","2"
"E02580","4","1","1","3"
"E02581","2","5","4","3"
"E02582","5","5","3","2"
"E02583","4","3","1","2"
"E02584","5","3","2","5"
"E02585","4","1","3","5"
"E02586","3","1","3","4"
"E02587","4","4","3","3"
"E02588","4","3","3","5"
"E02589","4","5","4","4"
"E02590","4","4","4","3"
"E02591","1","4","4","4"
"E02592","5","2","2","5"
"E02593","4","5","4","4"
"E02594","4","4","3","2"
"E02595","1","2","1","4"
"E02596","2","3","1","1"
"E02597","1","5","1","1"
"E02598","1","3","1","4"
"E02599","1","2","1","1"
"E02600","4","5","5","4"
"E02601","1","1","1","4"
"E02602","1","1","1","4"
"E02603","1","1","1","1"
"E02604","4","4","2","3"
"E02605","3","1","5","4"
"E02606","3","4","1","4"
"E02607","2","4","4","2"
"E02608","4","2","2","2"
"E02609","1","1","5","5"
"E02610","1","5","4","1"
"E02611","1","4","4","3"
"E02612","3","2","2","4"
"E02613","1","4","4","4"
"E02614","1","5","3","1"
"E02615","3","5","2","5"
"E02616","1","1","2","5"
"E02617","2","4","3","2"
"E02618","5","5","2","1"
"E02619","2","3","4","5"
"E02620","4","5","4","5"
"E02621","2","5","4","3"
"E02622","2","4","3","2"
"E02623","3","5","4","2"
"E02624","4","2","3","2"
"E02625","2","5","3","5"
"E02626","5","3","3","4"
"E02627","2","5","2","5"
"E02628","1","1","5","5"
"E02629","3","4","3","1"
"E02630","1","3","4","2"
"E02631","4","2","3","2"
"E02632","4","5","1","3"
"E02633","3","5","2","2"
"E02634","2","2","4","5"
"E02635","4","5","2","1"
"E02636","5","1","2","3"
"E02637","3","3","1","5"
"E02638","1","5","3","5"
"E02639","5","2","4","3"
"E02640","3","2","5","5"
"E02641","5","3","2","5"
"E02642","3","1","5","1"
"E02643","1","3","5","1"
"E02644","2","5","3","1"
"E02645","3","1","5","2"
"E02646","4","1","4","3"
"E02647","1","2","3","1"
"E02648","1","1","5","5"
"E02649","5","5","3","2"
"E02650","4","5","4","3"
"E02651","5","5","2","1"
"E02652","1","4","1","1"
"E02653","3","1","3","3"
"E02654","4","1","1","1"
"E02655","1","5","2","3"
"E02656","4","2","4","3"
"E02657","3","1","1","5"
"E02658","2","4","1","3"
"E02659","5","1","4","4"
"E02660","5","3","5","1"
"E02661","1","4","5","5"
"E02662","1","2","3","2"
"E02663","3","4","5","4"
"E02664","1","4","1","3"
"E02665","1","1","5","2"
"E02666","1","4","3","2"
"E02667","4","5","4","2"
"E02668","4","4","5","2"
"E02669","2","1","3","5"
"E02670","4","5","5","5"
"E02671","5","2","5","2"
"E02672","2","3","1","4"
"E02673","1","4","3","1"
"E02674","5","5","3","1"
"E02675","2","5","2","5"
"E02676","2","2","2","4"
"E02677","5","2","3","4"
"E02678","2","3","1","5"
"E02679","5","3","5","5"
"E02680","2","1","4","4"
"E02681","2","3","5","4"
"E02682","2","3","4","1"
"E02683","5","5","1","4"
"E02684","2","4","2","4"
"E02685","4","4","3","2"
"E02686","4","3","1","1"
"E02687","4","1","4","1"
"E02688","4","1","3","2"
"E02689","4","4","4","1"
"E02690","1","2","5","3"
"E02691","2","5","5","3"
"E02692","3","3","5","5"
"E02693","1","5","3","1"
"E02694","5","3","2","1"
"E02695","1","3","2","3"
"E02696","3","4","4","5"
"E02697","1","5","2","5"
"E02698","2","5","2","3"
"E02699","4","2","4","3"
"E02700","2","2","4","2"
"E02701","1","5","4","5"
"E02702","3","2","3","5"
"E02703","5","2","4","2"
"E02704","2","3","3","3"
"E02705","3","4","3","2"
"E02706","5","3","3","2"
"E02707","4","2","4","4"
"E02708","2","3","2","5"
"E02709","2","3","2","3"
"E02710","4","1","4","4"
"E02711","4","3","2","4"
"E02712","1","3","4","4"
"E02713","5","4","3","3"
"E02714","3","5","5","2"
"E02715","4","1","1","3"
"E02716","1","1","4","5"
"E02717","5","1","3","5"
"E02718","5","1","5","2"
"E02719","2","4","3","3"
"E02720","1","5","1","2"
"E02721","1","4","2","2"
"E02722","2","1","2","3"
"E02723","3","5","3","5"
"E02724","4","4","1","3"
"E02725","2","5","3","5"
"E02726","4","4","2","1"
"E02727","1","5","3","1"
"E02728","2","4","5","1"
"E02729","3","1","1","4"
"E02730","4","1","2","5"
"E02731","4","1","3","5"
"E02732","4","4","1","3"
"E02733","1","5","3","5"
"E02734","4","5","2","3"
"E02735","5","2","1","4"
"E02736","4","3","2","3"
"E02737","1","1","5","1"
"E02738","2","1","5","3"
"E02739","4","1","4","3"
"E02740","4","2","1","3"
"E02741","2","2","5","5"
"E02742","5","2","4","2"
"E02743","1","1","1","2"
"E02744","2","5","2","2"
"E02745","1","1","3","5"
"E02746","2","2","3","1"
"E02747","3","2","2","2"
"E02748","5","3","5","2"
"E02749","3","4","3","4"
"E02750","2","3","2","4"
"E02751","2","3","4","1"
"E02752","1","1","4","3"
"E02753","2","4","2","3"
"E02754","1","4","1","4"
"E02755","1","1","5","4"
"E02756","2","5","5","1"
"E02757","1","1","2","1"
"E02758","5","5","3","5"
"E02759","3","5","5","3"
"E02760","2","4","5","5"
"E02761","1","1","4","2"
"E02762","1","1","4","1"
"E02763","1","4","4","3"
"E02764","1","3","5","3"
"E02765","5","1","5","5"
"E02766","2","2","5","4"
"E02767","2","2","3","4"
"E02768","5","1","3","1"
"E02769","5","5","3","4"
"E02770","5","4","1","2"
"E02771","2","5","5","3"
"E02772","4","2","5","4"
"E02773","3","2","2","1"
"E02774","5","4","2","2"
"E02775","5","2","1","5"
"E02776","2","3","2","5"
"E02777","2","2","3","2"
"E02778","3","5","1","1"
"E02779","1","5","1","5"
"E02780","2","3","1","3"
"E02781","3","5","4","3"
"E02782","2","5","2","1"
"E02783","2","5","5","1"
"E02784","2","1","4","3"
"E02785","4","3","3","1"
"E02786","4","3","4","5"
"E02787","5","2","3","1"
"E02788","4","3","5","3"
"E02789","3","4","5","4"
"E02790","2","3","2","1"
"E02791","4","4","4","5"
"E02792","2","5","5","2"
"E02793","1","4","3","2"
"E02794","5","1","1","2"
"E02795","4","5","2","5"
"E02796","2","4","3","5"
"E02797","1","5","1","2"
"E02798","5","1","2","2"
"E02799","5","5","2","2"
"E02800","1","5","1","1"
"E02801","4","3","5","5"
"E02802","4","2","2","3"
"E02803","2","4","1","1"
"E02804","3","2","1","3"
"E02805","2","1","2","1"
"E02806","2","1","4","1"
"E02807","2","5","2","3"
"E02808","1","2","4","2"
"E02809","5","4","5","3"
"E02810","5","4","1","4"
"E02811","3","5","3","5"
"E02812","4","4","2","4"
"E02813","2","3","3","1"
"E02814","1","2","5","3"
"E02815","1","1","2","2"
"E02816","2","4","3","2"
"E02817","1","4","5","4"
"E02818","1","4","4","4"
"E02819","2","5","5","1"
"E02820","3","1","2","5"
"E02821","1","2","2","1"
"E02822","5","4","2","2"
"E02823","5","3","5","3"
"E02824","5","5","2","4"
"E02825","2","2","5","2"
"E02826","5","4","1","1"
"E02827","4","2","1","5"
"E02828","1","5","1","5"
"E02829","3","3","3","5"
"E02830","5","4","1","1"
"E02831","2","3","1","1"
"E02832","3","5","5","2"
"E02833","2","3","5","3"
"E02834","3","5","2","1"
"E02835","3","3","2","2"
"E02836","1","2","2","1"
"E02837","3","2","5","2"
"E02838","4","5","5","5"
"E02839","4","2","1","2"
"E02840","4","3","4","5"
"E02841","2","3","5","4"
"E02842","1","4","4","1"
"E02843","2","5","5","4"
"E02844","5","2","5","3"
"E02845","4","5","3","4"
"E02846","1","2","4","2"
"E02847","4","4","3","2"
"E02848","1","3","1","3"
"E02849","2","3","3","3"
"E02850","2","1","3","1"
"E02851","4","5","1","2"
"E02852","3","2","4","3"
"E02853","1","1","2","4"
"E02854","5","5","5","2"
"E02855","3","2","4","3"
"E02856","2","4","1","1"
"E02857","1","5","3","5"
"E02858","3","2","2","2"
"E02859","5","3","3","2"
"E02860","3","5","5","2"
"E02861","5","2","1","2"
"E02862","2","3","2","5"
"E02863","1","3","4","5"
"E02864","2","1","4","1"
"E02865","1","2","1","2"
"E02866","3","1","1","3"
"E02867","2","1","3","4"
"E02868","1","2","2","2"
"E02869","5","1","5","5"
"E02870","1","1","1","1"
"E02871","2","4","2","2"
"E02872","2","2","1","1"
"E02873","3","5","1","3"
"E02874","5","1","4","3"
"E02875","1","3","2","3"
"E02876","2","4","4","3"
"E02877","1","2","4","4"
"E02878","4","5","2","1"
"E02879","5","5","4","2"
"E02880","5","1","3","4"
"E02881","4","3","5","2"
"E02882","5","4","5","5"
"E02883","4","2","3","4"
"E02884","1","1","1","4"
"E02885","4","3","4","5"
"E02886","3","1","5","4"
"E02887","4","1","2","1"
"E02888","1","5","1","3"
"E02889","5","2","5","2"
"E02890","3","2","4","5"
"E02891","4","2","5","3"
"E02892","1","2","4","4"
"E02893","3","2","1","1"
"E02894","3","4","3","4"
"E02895","3","2","4","5"
"E02896","4","3","4","4"
"E02897","1","4","1","1"
"E02898","1","4","1","4"
"E02899","1","3","2","4"
"E02900","2","2","1","4"
"E02901","5","1","5","4"
"E02902","1","4","4","1"
"E02903","2","1","3","2"
"E02904","2","1","1","3"
"E02905","3","2","4","5"
"E02906","4","2","3","2"
"E02907","3","1","2","1"
"E02908","5","2","5","5"
"E02909","3","5","2","5"
"E02910","4","2","1","4"
"E02911","5","3","5","3"
"E02912","2","3","2","3"
"E02913","2","5","4","1"
"E02914","5","3","1","2"
"E02915","3","2","2","4"
"E02916","4","2","5","3"
"E02917","4","2","5","4"
"E02918","1","3","3","2"
"E02919","5","2","5","5"
"E02920","4","4","5","2"
"E02921","3","5","1","5"
"E02922","3","4","5","2"
"E02923","2","2","3","4"
"E02924","4","3","5","2"
"E02925","4","5","3","3"
"E02926","3","4","4","3"
"E02927","2","2","3","1"
"E02928","4","3","1","3"
"E02929","3","2","2","3"
"E02930","2","4","2","5"
"E02931","2","4","4","4"
"E02932","3","5","1","4"
"E02933","2","3","4","5"
"E02934","2","1","4","3"
"E02935","1","2","5","2"
"E02936","2","3","5","5"
"E02937","4","1","1","4"
"E02938","2","3","2","1"
"E02939","4","2","3","4"
"E02940","3","2","5","2"
"E02941","2","2","1","4"
"E02942","3","4","1","5"
"E02943","5","4","2","1"
"E02944","2","4","1","4"
"E02945","3","5","1","5"
"E02946","5","4","2","5"
"E02947","4","3","5","5"
"E02948","4","4","2","1"
"E02949","4","4","4","5"
"E02950","4","2","5","1"
"E02951","4","5","4","2"
"E02952","1","5","1","2"
"E02953","3","4","4","2"
"E02954","5","1","2","5"
"E02955","5","2","2","1"
"E02956","2","4","3","2"
"E02957","3","1","1","3"
"E02958","1","3","2","2"
"E02959","1","2","5","5"
"E02960","3","5","2","3"
"E02961","4","1","5","4"
"E02962","4","4","1","3"
"E02963","3","1","3","4"
"E02964","5","2","3","3"
"E02965","4","3","4","1"
"E02966","2","1","2","3"
"E02967","1","4","1","2"
"E02968","4","1","4","4"
"E02969","5","3","1","4"
"E02970","4","1","1","2"
"E02971","4","3","4","1"
"E02972","1","3","1","3"
"E02973","2","2","4","1"
"E02974","2","2","2","2"
"E02975","5","4","4","3"
"E02976","3","4","2","2"
"E02977","3","4","3","4"
"E02978","3","3","4","4"
"E02979","5","3","3","4"
"E02980","4","2","4","5"
"E02981","2","3","1","5"
"E02982","2","2","3","4"
"E02983","4","1","5","5"
"E02984","2","4","5","5"
"E02985","2","4","5","2"
